cct_type,cct_element,f_bus,t_bus,f_bus_x,f_bus_y,t_bus_x,t_bus_y,linestring,slijnem_b,slijnem_f,slijnem_b_p,slijnem_f_p,slijnem_b_m,slijnem_f_m,slijnem_b_r,slijnem_f_r
branch,line_1096_to_1105_1_cp,465,751,1.664,-0.936,1.97,-1.14,"LINESTRING(1.664 -0.936, 1.97 -1.14)",13.500789012508932,13.500442744418356,16.13575975964732,16.136365067295202,11.520043134015522,11.520265356991008,16.136236332933372,16.136902834174162
branch,line_1375_to_1433_1_cp,385,892,0.224,-0.986,0.526,-1.11,"LINESTRING(0.224 -0.986, 0.526 -1.11)",5.32589134101919,5.516704463077287,7.538158726706999,7.825470825645129,3.92645592614437,4.488083145617158,7.877436875848522,8.785271837817698
branch,xf_1090_to_1004_5_2winding_transformer,1632,292,1.428,1.014,1.374,1.122,"LINESTRING(1.428 1.014, 1.374 1.122)",7.3415926032202385,6.992000783373981,4.48598852043534,4.448051120042662,6.9416837282730075,6.699839422981245,4.470835445999537,3.291801168292783
branch,line_3348_to_3636_2_cp_merged_with_xf_3348_to_3351_2_2winding_transformer,1199,797,-1.066,8.222,-1.222,8.14,"LINESTRING(-1.066 8.222, -1.222 8.14)",25.006681826106174,25.006681827265258,30.007874917836347,30.007868428541624,21.25574184582861,21.25574171794203,30.00787723777782,30.007869831040523
branch,line_3108_to_3159_1_cp,714,727,-1.386,11.856,-1.31,12.02,"LINESTRING(-1.386 11.856, -1.31 12.02)",17.605887481200412,17.60588688601101,21.126890208006053,21.12689407032051,14.965069155008766,14.965069437966278,21.126893269911875,21.126897305152603
branch,xf_3034_to_3035_3_2winding_transformer,724,887,-2.478,8.828,-2.618,8.96,"LINESTRING(-2.478 8.828, -2.618 8.96)",19.81077383148825,19.806899217545272,23.80447224891266,23.79055361744382,16.819342009224393,16.819315447318697,23.799440812187225,23.79833992729419
branch,line_3382_to_3636_1_cp,1715,797,-1.082,8.408,-1.222,8.14,"LINESTRING(-1.082 8.408, -1.222 8.14)",30.90457134370394,25.290011323120204,27.30512525155377,19.43744704482837,31.028211829492935,27.863149949312994,26.46658381086551,30.288580426043342
branch,line_3340_to_3635_1_cp,80,588,-1.686,5.004,-1.374,5.182,"LINESTRING(-1.686 5.004, -1.374 5.182)",1.4944723212677196,1.494941574521371,1.7913547259015865,1.7916133626616815,1.2712498856437422,1.2715554807168632,1.7914416652668421,1.7919829161638847
branch,xf_4142_to_4319_1_2winding_transformer,175,511,-3.502,-4.578,-3.654,-4.502,"LINESTRING(-3.502 -4.578, -3.654 -4.502)",1.3586620548981794,1.9241542876199078,1.4126386709408578,4.054146862158029,3.9210114595079073,3.01418258973121,2.400812756872347,2.4325100847951084
branch,line_4180_to_4184_1_cp,1271,382,-4.248,-2.392,-4.274,-2.868,"LINESTRING(-4.248 -2.392, -4.274 -2.868)",26.83330624627987,26.789650941066594,32.58820964787449,32.418922940849775,22.622048920935615,22.621378127799865,32.528633021398,32.48943203408307
branch,line_2190_to_2192_2_cp,692,1644,1.472,-4.812,1.494,-5.41,"LINESTRING(1.472 -4.812, 1.494 -5.41)",7.52395565822806,3.0313111885148616,6.4109456369478135,4.520772738802254,9.109079828534801,3.030630837047558,6.469506388393631,2.6834890389375277
branch,line_4107_to_4113_1_cp,1551,1902,-5.588,-3.294,-5.966,-3.4,"LINESTRING(-5.588 -3.294, -5.966 -3.4)",17.49307914823909,17.493079088014046,20.992423324551883,20.99242580975504,14.868733359633387,14.868733338765367,20.992427568795026,20.992408686525323
branch,xf_1428_1501_1539_1_3winding_transformer_br2,9,406,0.146,-0.312,0.142,-0.354,"LINESTRING(0.146 -0.312, 0.142 -0.354)",8.208035284143742,8.208388782093207,9.855903157000231,9.85653752014481,6.973532294894781,6.974449761118587,9.855995686810124,9.857331902299123
branch,line_3182_to_3523_1_cp,215,1164,-3.112,14.814,-3.374,14.536,"LINESTRING(-3.112 14.814, -3.374 14.536)",5.0672072798148005,4.96150489441965,6.090317151189504,5.260619061721726,4.211037299414429,4.3435727936048885,6.187336954537251,4.98364551751386
branch,line_1100_to_1144_1_cp,1513,243,1.82,1.238,1.358,0.644,"LINESTRING(1.82 1.238, 1.358 0.644)",23.489628623523178,23.907863827693394,29.428473062203658,31.795299223772666,19.415080400035425,19.58395499034476,27.87998136720234,30.686271663894875
branch,xf_5092_to_5177_4_2winding_transformer,781,1723,1.994,-12.43,1.962,-12.522,"LINESTRING(1.994 -14.43, 1.962 -14.522)",11.003507233783635,11.001932189430752,13.298987061282086,10.063431430477962,9.292055091686954,9.28893097450911,10.37665935842573,7.258858444736418
branch,xf_3646_to_3122_2_2winding_transformer,1548,981,-2.784,9.656,-2.67,10.036,"LINESTRING(-2.784 9.656, -2.67 10.036)",0.9363767253900188,0.9363767253900188,1.1236520704680226,1.1236520704680226,0.7959202165815159,0.7959202165815159,1.1236520704680226,1.1236520704680226
branch,xf_1118_1038_1039_1_3winding_transformer_br3,1386,671,2.69,-3.258,2.728,-3.238,"LINESTRING(2.69 -3.258, 2.728 -3.238)",42.289101813658874,43.736837460268184,52.311977219696026,53.6647824847322,35.159616048305786,36.47065011227847,52.075753264682035,54.440954721416404
branch,line_3137_to_3261_2_cp,1767,1068,0.986,8.216,0.81,7.932,"LINESTRING(0.986 8.216, 0.81 7.932)",9.362702986898519,9.36089813350035,11.340127067906147,11.337033973773329,7.883589491896433,7.882779730353,11.337007339910606,11.335234918529768
branch,line_3214_to_3625_1_cp,1211,73,-2.274,5.732,-2.63,5.728,"LINESTRING(-2.274 5.732, -2.63 5.728)",20.981309093335867,20.983536151667522,25.300331461364383,25.2877274224927,17.7921417116614,17.795009693028508,25.30609055772426,25.258868100875908
branch,xf_4129_to_4065_4_2winding_transformer,402,1033,-4.008,-5.192,-3.538,-5.168,"LINESTRING(-4.008 -5.192, -3.538 -5.168)",8.506397807332064,8.513102700412672,10.532059427994387,10.502076467253776,7.091022491790273,7.101516138955216,10.545567088643681,10.43104873444144
branch,line_1414_to_1479_1_cp,960,1881,1.734,-3.002,1.786,-3.312,"LINESTRING(1.734 -3.002, 1.786 -3.312)",0.3362395848346583,0.34618217229599013,1.0519377102610405,9.18585131306315,0.251017813082117,0.23726115367806483,0.6125508203990042,9.169755300288958
branch,line_1239_to_1394_1_cp,506,1802,0.76,2.556,0.9,1.97,"LINESTRING(0.76 2.556, 0.9 1.97)",23.983549247131844,23.9835492459607,28.780403318568343,28.780409828781384,20.385953733562957,20.385953863582756,28.780400990744408,28.78040842190166
branch,xf_5091_to_5237_2_2winding_transformer,1775,430,1.99,-12.59,1.926,-12.686,"LINESTRING(1.99 -14.59, 1.926 -14.686)",11.78833748480975,11.780988053672722,14.106071141718296,14.105831847989107,10.059674360103193,10.051021231142814,14.105830893582416,14.106071124454065
branch,line_3558_to_3591_1_cp,563,1790,-1.738,10.932,-2.14,11.868,"LINESTRING(-1.738 10.932, -2.14 11.868)",16.757239085429777,17.20198011701789,19.223305170242806,8.56942661363383,18.40873688347198,15.622111213524079,19.27954936463093,4.1153425986394385
branch,xf_2155_to_2261_1_2winding_transformer,710,1377,2.506,-8.404,2.736,-8.62,"LINESTRING(2.506 -8.404, 2.736 -8.62)",3.64011112916048,6.213331023804973,9.183986303389476,9.166642830047136,0.7235240455491431,3.3533285257289713,9.094628963571447,6.3971761453799845
branch,xf_1121_1123_1634_6_3winding_transformer_br2,159,341,1.108,-0.014,1.108,-0.014,"LINESTRING(1.108 -0.014, 1.108 -0.014)",19.67120234695504,19.68430194462483,23.773817417729994,23.778499529889153,16.638438171052602,16.65440201776553,23.767753074302394,23.78949931118762
branch,xf_3609_to_3437_4_2winding_transformer,726,1758,1.032,7.022,1.2,7.098,"LINESTRING(1.032 7.022, 1.2 7.098)",20.066219932279747,20.07030224609157,24.27486913088546,24.257075898151843,16.972091360531444,16.97831394251636,24.282863559043776,24.214669908026725
branch,line_3158_to_3624_1_cp,1840,1445,0.614,7.126,-0.05,7.686,"LINESTRING(0.614 7.126, -0.05 7.686)",18.445479981092593,24.86487991851211,22.649885485166163,61.57380894389256,16.01897414041821,18.0347380588413,30.61844032405081,64.67220379925699
branch,xf_3080_to_3081_2_2winding_transformer,722,1014,-2.852,14.084,-2.904,14.278,"LINESTRING(-2.852 14.084, -2.904 14.278)",37.162264808594855,37.16218718737138,44.78283730670162,44.78404493093226,31.469079969552894,31.46900753196174,44.785186811406966,44.7728865995585
branch,line_1387_to_1541_4_cp,1354,472,2.236,-1.024,2.718,-1.076,"LINESTRING(2.236 -1.024, 2.718 -1.076)",0.9555869509889512,0.9160038880105104,0.968563965032004,0.9302656370488028,0.9512399113000595,0.9076787660455065,0.9671692927198527,0.931451390349373
branch,line_2068_to_2262_1_cp,298,1899,2.656,-9.302,2.614,-8.924,"LINESTRING(2.656 -9.302, 2.614 -8.924)",0.0,0.0,0.0,0.0,0.0,6.4856486212453e-20,0.0,0.0
branch,xf_2200_2196_2305_2_3winding_transformer_br2,810,1623,-0.982,-5.464,-0.808,-5.786,"LINESTRING(-0.982 -5.464, -0.808 -5.786)",0.0,6.3573922185686316e-21,0.0,0.0,0.0,1.2445173830399686e-19,0.0,2.904447791107131e-27
branch,xf_4180_to_4228_3_2winding_transformer,1271,992,-4.248,-2.392,-4.3,-2.26,"LINESTRING(-4.248 -2.392, -4.3 -2.26)",6.362385958693413,6.359816977281206,7.620819507525558,7.620818806926523,5.416377428859595,5.4144234417448835,7.620819507496715,7.620819429749479
branch,xf_4234_to_4416_2_2winding_transformer,1601,1908,-4.74,-4.448,-4.868,-4.49,"LINESTRING(-4.74 -4.448, -4.868 -4.49)",8.805466548505851,8.761834849994175,9.422991730142094,9.050419440220988,6.568349642786031,9.780902765506754,16.490732998597416,1.6294657043982463
branch,line_3607_to_3609_2_cp,1307,726,0.76,7.53,1.032,7.022,"LINESTRING(0.76 7.53, 1.032 7.022)",0.0,0.0,0.0,0.0,0.0,4.4004923726465984e-20,0.0,0.0
branch,line_5095_to_5132_2_cp,525,1464,2.222,-12.196,2.154,-12.348,"LINESTRING(2.222 -14.196, 2.154 -14.348)",16.92958001731685,16.90978452640585,20.483525588954233,20.411048504150227,14.305965504767592,14.30536670222288,20.458308841213245,20.44131802196895
branch,line_3014_to_3491_1_cp,1258,1640,-1.782,5.912,-1.902,5.612,"LINESTRING(-1.782 5.912, -1.902 5.612)",4.991217820322642,5.719138851751077,8.256101638848902,3.7854282799579884,3.5887318048587225,4.283842624833842,8.13584218978917,4.357826042132594
branch,line_1411_to_1412_1_pi_merged_with_xf_1107_to_1412_1_2winding_transformer,1364,109,0.096,0.0,-0.076,-0.266,"LINESTRING(0.096 0.0, -0.076 -0.266)",14.881724037302824,14.87523318597814,17.616537576147856,17.59610386395116,12.810921992157622,12.811541242554005,17.611617326706032,17.57918710369962
branch,line_2309_to_2311_7_cp,717,514,2.886,-9.606,2.842,-9.448,"LINESTRING(2.886 -9.606, 2.842 -9.448)",10.130089631735636,10.128263055594045,11.236035342115322,11.239608588264687,8.951342965475861,8.953631626558042,11.246390069456613,11.300330654762904
branch,line_3063_to_3165_1_cp,1547,1230,-2.436,11.786,-2.098,11.476,"LINESTRING(-2.436 11.786, -2.098 11.476)",33.86527042133833,30.753664068291236,34.35013586779764,33.8668155531214,33.831626115224154,26.238427302267137,34.430140634321766,36.0179637627572
branch,line_4117_to_4154_1_cp,280,1260,-4.288,-3.594,-4.766,-3.592,"LINESTRING(-4.288 -3.594, -4.766 -3.592)",4.709436550784196,4.70971828851696,5.658802975497398,5.658486918132922,3.9992375136249336,3.999189421117554,5.65900070576029,5.658328777354426
branch,line_5077_to_5223_1_cp,975,1461,2.83,-12.524,2.582,-12.37,"LINESTRING(2.83 -14.524, 2.582 -14.37)",17.471494008131295,17.420733647318887,21.508109913052316,21.454220715035,14.490050143570105,14.469618434508408,21.451027879109084,21.428931475814757
branch,line_3546_to_3589_2_cp,1429,340,-1.962,5.12,-1.488,5.67,"LINESTRING(-1.962 5.12, -1.488 5.67)",10.4452564780979,4.595888775997787,11.53568764340918,8.818412796945035,10.396672590592576,2.9636295068348755,11.313352524020209,6.216038503268815
branch,line_2190_to_2191_1_cp,692,1146,1.472,-4.812,1.48,-3.778,"LINESTRING(1.472 -4.812, 1.48 -3.778)",26.594912527511788,27.054899725449143,26.55724169784443,27.326931486944407,27.33554228262063,27.314598721896004,26.517425885992736,27.326933301473783
branch,line_4218_to_4219_1_cp,1706,1537,-1.794,-5.134,-1.814,-5.316,"LINESTRING(-1.794 -5.134, -1.814 -5.316)",43.90849188214992,43.90849039069581,52.817125654275685,52.81720804755111,37.24548716959002,37.245484450624,52.817271368292786,52.81658905722212
branch,xf_5067_to_5191_2_2winding_transformer,1426,1653,2.9,-11.116,2.908,-11.2,"LINESTRING(2.9 -13.116, 2.908 -13.2)",6.987341426380725,7.091627101302871,8.583634242716073,8.589776497254423,5.82565606470623,5.910240743424843,8.587465641386197,8.577822051490765
branch,line_1195_to_1313_1_cp,1391,1999,0.698,1.514,0.346,1.638,"LINESTRING(0.698 1.514, 0.346 1.638)",0.0,0.0,0.0,0.0,0.0,5.818562756035423e-20,0.0,0.0
branch,line_2210_to_2252_1_cp,275,1103,0.86,-8.526,0.832,-8.64,"LINESTRING(0.86 -8.526, 0.832 -8.64)",12.907019746733145,12.90642893379624,15.49236281611703,10.834311797284535,10.968803190673981,10.968277264075239,15.492362832775019,10.834362458820415
branch,xf_4197_to_4374_2_2winding_transformer,715,200,-5.218,-1.662,-5.338,-1.568,"LINESTRING(-5.218 -1.662, -5.338 -1.568)",5.262090751647915,5.262324670774923,6.24543083612765,6.2456522792044025,4.49881852484677,4.499116724809342,6.245301536994606,6.2467420563178315
branch,xf_4184_to_4117_2_2winding_transformer,382,280,-4.274,-2.868,-4.288,-3.594,"LINESTRING(-4.274 -2.868, -4.288 -3.594)",54.64913968356202,54.24717671033271,58.460975476634125,55.77541983312939,54.05845108476529,54.05178021570553,54.224721942223965,54.46424649139344
branch,xf_5163_to_5095_4_2winding_transformer,616,525,2.092,-11.94,2.222,-12.196,"LINESTRING(2.092 -13.94, 2.222 -14.196)",21.59140677128288,21.66452185826485,29.05924806856047,31.812870036002728,18.122620161305825,18.33325769285322,28.08910224098434,31.564340869896686
branch,line_1458_to_1468_1_cp,540,705,0.164,1.516,0.236,1.282,"LINESTRING(0.164 1.516, 0.236 1.282)",5.726713194440585,5.7267963578001755,6.875529179486793,6.875353869346886,4.8661330889480565,4.866156939816463,6.875636086016038,6.880243155771137
branch,xf_5052_to_5180_1_2winding_transformer,1277,880,1.044,-11.758,0.932,-11.828,"LINESTRING(1.044 -13.758, 0.932 -13.828)",18.247102888687557,18.247435690778264,22.037797271646834,22.038404458016608,15.449264799962453,15.449443857534112,22.038009058635655,22.037545554430242
branch,xf_4216_to_4151_1_2winding_transformer,1421,177,-1.728,-4.99,-1.414,-5.1,"LINESTRING(-1.728 -4.99, -1.414 -5.1)",12.875271152674618,12.85730611251274,15.536655883570742,15.526314494408883,10.904585612574957,10.892979594091894,15.532869025866209,15.511750981690184
branch,xf_4325_to_4480_2_2winding_transformer,821,641,-3.772,-3.86,-3.836,-3.744,"LINESTRING(-3.772 -3.86, -3.836 -3.744)",1.3524761415987232,1.5928558642722797,1.5879150742031705,1.7623251703789873,0.8876133874429971,1.5261040895039109,2.1766469162675963,1.2532929679145295
branch,line_1522_to_1581_1_cp,1467,1637,-0.048,2.922,0.054,2.796,"LINESTRING(-0.048 2.922, 0.054 2.796)",30.552178161387495,30.96160411962415,30.604921025291553,31.90083642473052,31.42685134468058,31.468621936525043,30.535477757995334,31.965359287295698
branch,line_3583_to_3589_2_cp,88,340,-1.886,5.316,-1.488,5.67,"LINESTRING(-1.886 5.316, -1.488 5.67)",12.292050979778335,12.292050979778335,14.750461175734001,14.750461175734001,10.44824333281158,10.44824333281158,14.750461175734001,14.750461175734001
branch,xf_3129_to_3130_2_2winding_transformer,1731,1193,-2.414,6.184,-2.612,6.228,"LINESTRING(-2.414 6.184, -2.612 6.228)",14.304843262438412,14.34927835056653,14.645214734736333,20.250122238411098,13.754853119026404,13.780906176900935,14.737664988453389,19.85397804234868
branch,xf_4268_to_4442_1_2winding_transformer,1468,1997,-4.378,-7.086,-4.488,-7.26,"LINESTRING(-4.378 -7.086, -4.488 -7.26)",31.14829350134886,37.66677501806303,43.45215385187167,49.41780910014091,23.740887722704016,29.169679149081425,42.845026865119834,52.42903527195013
branch,line_3153_to_3482_1_cp,240,1761,-2.04,10.608,-1.964,10.472,"LINESTRING(-2.04 10.608, -1.964 10.472)",21.35267086578413,6.409482817486001,10.422494349822356,18.200528550198023,28.92351699869056,8.779692312733141,7.54830258928504,8.130256509252249
branch,xf_3184_to_3186_1_2winding_transformer,160,858,-2.964,9.216,-3.106,9.23,"LINESTRING(-2.964 9.216, -3.106 9.23)",19.32069555799653,19.320711603653592,23.196072199896932,23.197966248855035,16.417921209947504,16.41800547255929,23.195388168597663,23.19733465989869
branch,line_1191_to_1266_2_cp,1059,41,0.626,0.768,0.718,1.424,"LINESTRING(0.626 0.768, 0.718 1.424)",99.32778321497764,98.59862834702643,99.3100664866988,57.65105507499841,99.25922903819469,98.60807499226321,99.01557065813978,57.65514636460267
branch,line_3486_to_3529_1_cp,209,99,-2.422,13.216,-2.564,13.708,"LINESTRING(-2.422 13.216, -2.564 13.708)",48.00320813797402,46.76571307740477,48.79675783405516,17.849855514722922,47.1858254874435,48.25668389290498,54.6526826326653,4.75101484563756
branch,xf_1097_1098_1161_2_3winding_transformer_br2,1299,1717,1.636,-0.59,1.642,-0.392,"LINESTRING(1.636 -0.59, 1.642 -0.392)",29.508711955909995,29.458748899258318,35.84315461266198,35.63858233463464,24.857764653757094,24.85851049617585,35.76588344104834,35.75113422876392
branch,xf_1003_to_1006_11_2winding_transformer,1845,854,1.538,1.608,1.524,1.728,"LINESTRING(1.538 1.608, 1.524 1.728)",12.8158768994505,12.8158768994505,15.379052279340597,15.379052279340597,10.893495364532923,10.893495364532923,15.379052279340597,15.379052279340597
branch,line_5155_to_5162_1_cp,1690,1619,1.628,-12.006,1.61,-12.262,"LINESTRING(1.628 -14.006, 1.61 -14.262)",11.535582523871158,11.535595581926696,13.795827110629395,13.795789145026907,9.891888039687643,9.891915502186183,13.795631364717952,13.797010899026438
branch,line_1217_to_1222_1_cp,1851,283,0.866,-5.882,1.118,-5.762,"LINESTRING(0.866 -5.882, 1.118 -5.762)",0.022547164717019424,0.02254755902546328,0.027054741154289935,0.027056158328785933,0.01916596990368835,0.019166481036962384,0.02705472749788607,0.02705612954956486
branch,xf_3413_3415_3414_1_3winding_transformer_br2,1873,836,-0.254,5.98,-0.25,5.932,"LINESTRING(-0.254 5.98, -0.25 5.932)",3.014847925026916,3.0147613835699283,3.6217942704053,3.6216381230375676,2.560595372399429,2.5605290900241857,3.6217946038946507,3.6180824330171437
branch,line_3150_to_3151_1_cp,199,1446,0.02,10.788,-0.108,10.614,"LINESTRING(0.02 10.788, -0.108 10.614)",15.844314266174687,15.844309245361693,19.093733946990824,19.09392810167979,13.424213074823758,13.424211160612815,19.094117783702018,19.09252958369495
branch,line_4104_to_4117_1_cp,991,280,-4.804,-3.312,-4.288,-3.594,"LINESTRING(-4.804 -3.312, -4.288 -3.594)",29.207987127754137,38.142066385208906,40.55739343409171,91.12608858078809,18.299280516154994,22.75762018616319,50.04068224500261,94.66823252620713
branch,Dec9_line_4129_to_4146_1_dec,402,404,-4.008,-5.192,-3.564,-4.768,"LINESTRING(-4.008 -5.192, -3.564 -4.768)",6.220319427419532,6.220333721265496,7.437064442814647,7.43783153321649,5.3156258272453485,5.315632822010344,7.4394741337889165,7.4383064488577855
branch,xf_3326_to_3324_3_2winding_transformer,1807,1502,-2.662,4.27,-2.562,4.34,"LINESTRING(-2.662 4.27, -2.562 4.34)",6.9688610663982855,7.071499513998705,6.977099389628829,6.6113526040812305,6.3894719698565705,6.291829578957977,8.416447579661513,6.265058946363829
branch,xf_2145_2243_2306_2_3winding_transformer_br3,694,564,0.678,-7.148,0.666,-7.052,"LINESTRING(0.678 -7.148, 0.666 -7.052)",23.84430388552188,23.839062670902567,14.921940036237533,21.8801956447228,23.820735210173122,23.81601107110198,19.63696791988555,29.798297391469212
branch,xf_1110_to_1169_2_2winding_transformer,648,665,2.272,-0.826,2.538,-1.042,"LINESTRING(2.272 -0.826, 2.538 -1.042)",19.552115678717342,19.54838923269914,23.49809085462973,23.482012049689434,16.604467547562628,16.604375770630934,23.4923584103589,23.488671630234688
branch,xf_1155_to_1205_2_2winding_transformer,363,1971,0.736,-0.202,0.282,-0.578,"LINESTRING(0.736 -0.202, 0.282 -0.578)",12.98111167238243,12.9788496168881,17.155571255846937,14.170046542471448,9.806418454642953,9.805168616358472,18.636441206266845,15.717555905213542
branch,xf_2184_to_2291_2_2winding_transformer,1591,1053,1.08,-8.214,1.338,-8.034,"LINESTRING(1.08 -8.214, 1.338 -8.034)",19.08119811985007,19.09325668116518,29.380129307766317,22.72613965723,17.21186996964211,17.23529828639551,24.333804231589564,34.38688697273995
branch,xf_2244_to_2247_2_2winding_transformer,1689,1155,3.004,-8.88,3.068,-8.986,"LINESTRING(3.004 -8.88, 3.068 -8.986)",3.9248978536684174,3.928165112847647,4.716068625759334,4.71681809392922,3.332645691904182,3.334812903375132,4.71650658924406,4.715119579652857
branch,line_1105_to_1114_1_cp,751,1766,1.97,-1.14,2.464,-1.632,"LINESTRING(1.97 -1.14, 2.464 -1.632)",6.854589884468979,6.843577873793795,5.877224216479896,11.51082708197752,7.190574712611611,7.239398456319844,5.811643793372932,11.314692019372483
branch,line_3375_to_3401_1_cp,1313,1811,-1.714,14.086,-1.792,13.88,"LINESTRING(-1.714 14.086, -1.792 13.88)",4.455536366195719e-6,4.78583892857535e-6,4.244147931807424e-6,5.008933382438584e-6,4.449945703881977e-6,4.603791588602973e-6,4.4100539434760366e-6,5.008933350129853e-6
branch,line_1595_to_1596_1_cp,242,277,5.73,5.496,5.964,5.628,"LINESTRING(5.73 5.496, 5.964 5.628)",12.614491337274513,14.250687339323214,21.0848427468944,43.790457004264276,11.206124935759497,11.625496312103937,14.005871778303147,42.565866827023655
branch,xf_4104_4045_4046_4_3winding_transformer_br2,1170,789,-4.902,-3.202,-4.804,-3.312,"LINESTRING(-4.902 -3.202, -4.804 -3.312)",15.309628398156816,15.309588827978764,18.486199436905135,18.486703335589795,12.956317217491431,12.956290648521845,18.489213811829906,18.474105256356463
branch,line_3605_to_3610_2_cp,1261,1208,-1.514,6.574,-1.494,5.948,"LINESTRING(-1.514 6.574, -1.494 5.948)",3.222112255120721,0.5229653245219463,19.756245873144188,2.145428481071826,3.8971618899424123,0.44885641449725633,2.2352378880496704,21.2065421853122
branch,line_1403_to_1425_1_cp,923,1738,0.574,0.28,1.048,-0.12,"LINESTRING(0.574 0.28, 1.048 -0.12)",0.0,0.0,0.0,0.0,0.0,3.9034015270343894e-20,0.0,0.0
branch,line_3099_to_3491_1_cp,174,1640,-1.846,5.886,-1.902,5.612,"LINESTRING(-1.846 5.886, -1.902 5.612)",16.023094164149455,15.99918554423619,7.427503295630849,16.9391453132927,15.256421663779149,15.212164283348544,10.562007405403222,4.81013328257068
branch,line_3141_to_3643_1_cp,1974,745,-2.29,13.512,-2.32,13.714,"LINESTRING(-2.29 13.512, -2.32 13.714)",9.378443193562763,9.378443193562763,11.254131832275316,11.254131832275316,7.971676714528349,7.971676714528349,11.254131832275316,11.254131832275316
branch,line_1392_to_1419_1_cp,725,1872,4.266,4.288,4.382,4.49,"LINESTRING(4.266 4.288, 4.382 4.49)",14.051953743884773,14.030259092150676,14.242828141949989,14.50674421821303,13.984032780764627,13.959830544929423,14.618176067495014,14.339193707593981
branch,line_4202_to_4212_1_cp,623,1096,-3.222,-4.052,-3.12,-3.846,"LINESTRING(-3.222 -4.052, -3.12 -3.846)",2.969987454059328,2.969990150136502,3.564163183390056,3.564328923062561,2.524420287106788,2.5244053091721086,3.564167335580245,3.564352745319886
branch,line_3034_to_3476_2_cp,724,635,-2.478,8.828,-2.18,8.83,"LINESTRING(-2.478 8.828, -2.18 8.83)",37.457499166377964,27.62543728256961,35.34846822775893,24.898363155966173,37.69670734420199,29.02946389856677,31.211273981622877,13.68919696378306
branch,line_1107_to_1111_2_cp,1364,269,0.096,0.0,0.456,0.428,"LINESTRING(0.096 0.0, 0.456 0.428)",35.27054317192497,17.930126910282386,33.251110304806716,18.447048098946176,37.206329308749,19.190375380764802,33.151760677682994,12.323169469297026
branch,xf_1447_to_1632_1_2winding_transformer,1895,544,4.068,4.42,4.228,4.538,"LINESTRING(4.068 4.42, 4.228 4.538)",51.78842476588774,50.02515583159068,52.45537610294547,51.775187386678965,50.93539817672795,48.12548406711472,52.4827336371053,51.275050844076
branch,line_1186_to_1466_1_cp,609,309,1.134,-0.106,0.934,-0.53,"LINESTRING(1.134 -0.106, 0.934 -0.53)",7.655383948341575,7.655218461277778,9.18584908850578,9.185857743025236,6.507553627206514,6.5074096135945725,9.185857459971766,9.185825141235103
branch,xf_1370_to_1369_3_2winding_transformer,14,1838,0.066,0.788,-0.946,0.898,"LINESTRING(0.066 0.788, -0.946 0.898)",15.002851755975911,6.299315764051358,18.407070029350802,19.430541628176012,14.114073985520983,8.441861978839805,18.118766637388937,17.50874751692555
branch,xf_2109_to_2099_1_2winding_transformer,803,620,0.448,-7.482,0.396,-7.886,"LINESTRING(0.448 -7.482, 0.396 -7.886)",9.188060840201178,9.206258186806487,10.863661765259158,11.4539990573536,8.543997746699365,8.584274348122097,10.577643018424752,13.008525152145879
branch,line_1204_to_1361_1_cp,106,503,4.098,-2.926,4.372,-2.95,"LINESTRING(4.098 -2.926, 4.372 -2.95)",9.816222396511378,9.815825349764303,12.267192557909192,12.197929379766773,7.969580531583607,7.968703223998275,8.149091331009018,7.918183781671834
branch,xf_2266_to_2268_3_2winding_transformer,746,1966,0.084,-7.218,0.02,-7.374,"LINESTRING(0.084 -7.218, 0.02 -7.374)",19.457507176255483,7.9982595361760795,19.14395197837725,6.880368392281233,19.78635564173676,9.02096152568423,29.160172198755063,10.396898792374818
branch,line_3557_to_3640_2_cp,824,186,-1.666,10.052,-1.14,9.606,"LINESTRING(-1.666 10.052, -1.14 9.606)",43.91130898142294,44.45148415643182,52.91458213918,52.8405401256244,37.288458908099074,37.52211318779185,53.443114062590126,52.76312933780836
branch,xf_4252_to_4429_2_2winding_transformer,1600,1782,-3.93,-6.682,-3.974,-6.892,"LINESTRING(-3.93 -6.682, -3.974 -6.892)",3.1677025286830056,4.647489096290981,3.9757175732017083,1.3626533056062473,9.856229670419976,4.442433119499264,7.31340945210124,7.18354246252307
branch,line_4165_to_4223_2_cp,176,577,-6.576,-3.294,-6.726,-3.316,"LINESTRING(-6.576 -3.294, -6.726 -3.316)",8.575005711821227,8.628334523062245,10.393805369787893,10.407816978707233,7.229092008914484,7.265550473690337,10.401801144180082,10.376236964371316
branch,line_3076_to_3401_1_cp,1042,1811,-1.894,13.68,-1.792,13.88,"LINESTRING(-1.894 13.68, -1.792 13.88)",4.834702065768661,3.708718590729961,5.072537078408415,3.7052215048273904,4.531301926224829,3.618456219822609,4.6312646516871325,2.2544727161640665
branch,line_1242_to_1364_1_cp,1192,282,2.16,3.828,1.97,3.476,"LINESTRING(2.16 3.828, 1.97 3.476)",18.69352355476631,18.693721579812713,22.849489955402046,22.712913050278157,15.756436394504341,15.756982769947703,22.813380611217088,22.980111458163247
branch,xf_1148_1073_1074_1_3winding_transformer_br2,1266,1972,2.852,-2.988,2.852,-2.988,"LINESTRING(2.852 -2.988, 2.852 -2.988)",19.664252784991334,19.66424526859032,24.321078893846504,24.321590846207318,16.39986285478046,16.399854987990977,24.32198431868245,24.317745735610274
